Date,Day,Number of pages,Pages scraped,Number of articles,Section,Titles by page,Number of titles scraped on this page
2001/03/06,星期二,16,4,103,要闻,"['不断改善人民生活是制定和实施好“十五”计划的根本出发点', '落实科教兴国战略  调整结构加快发展', '西藏稳定和发展事关西藏各族人民  根本利益和国家现代化建设全局', '江泽民分别会见董建华何厚铧', '不断开创新世纪现代化建设新局面', '图片报道', '图片报道', '描绘新世纪发展蓝图', '九届全国人大四次会议在京开幕']",9
2001/03/06,星期二,16,5,103,要闻,"['保护和提高粮食生产能力', '转变政府职能  正确履行职责', '建立健全现代综合运输体系', '建设一批大型能源项目', '兴建一批水利工程', '进一步推动科技进步和创新', '努力扩大货物和服务出口', '深化金融体制改革', '改善消费环境优化消费结构', '改善宏观调控  保持经济稳定增长', '加强生态建设遏制生态恶化', '不失时机地实施城镇化战略', '推进行政管理体制和政府机构改革']",13
2001/03/06,星期二,16,6,103,要闻,"['我伊斯兰教协会举行古尔邦节招待会', '五部委举行欢度古尔邦节茶话会', '中共中央全国人大常委会国务院的领导分别与代表一起审议讨论“十五”计划纲要报告和《纲要（草案）》', '中国和平统一促进会批驳《台湾论》']",4
2001/03/06,星期二,16,7,103,国际,"['美挖地道搞窃听  俄要美作出解释', '芬兰大多数人反对参加北约', '瑞士全民公决否定速入欧盟', '图片报道', '斯里兰卡总统会见我代表', '葡公路桥坍塌77人失踪', '沙斯党愿加入以联合政府', '马其顿与南科索沃边界紧张', '签署契约反腐败', '尼驳斥美人权报告', '且看如何收场', '日本政府要求修改  右翼企图蒙混过关', '我经济增长目标可行', '联合国未能说服塔利班停毁佛像', '我佛教协会负责人表示震惊']",15
2001/03/06,星期二,16,8,103,地方形象展示,['物质文明建设使人富裕  精神文明建设使人幸福'],1
2001/03/06,星期二,16,9,103,两会特刊,"['起点高  立意新  重务实', '祝贺第九届全国人民代表大会第四次会议隆重开幕', '民主集众智  决策更科学', '让小康上档次', '“总书记，我带来了答卷”', '今日两会日程', '来之何不易', '转变作风  真抓实干', '全神贯注（新闻写真）', '图片报道']",10
2001/03/06,星期二,16,10,103,两会纵横,"['西部开发须人才先行', '发展──当代中国社会的主题', '科学治沙从娃娃抓起', '切实调整收入分配', '代表委员关注人民网', '采访有感', '黄河可从三峡引水', '政协会上的“贤内助”', '一路赞语评《报告》', '新视野  新思路  新使命', '要加强全民民族政策教育', '“我的意见写进了报告”', '现场打印，立等可取', '“建立节水型社会”', '图片报道', '图片报道']",16
2001/03/06,星期二,16,11,103,两会建言,"['农村税费改革的思考', '关注农村返贫现象', '加大农业投入力度', '大力发展软件产业', '切实解决中小企业融资难', '重视保护民族民间文化', '尽快出台非营利性组织法', '开发面向生态的水资源']",8
2001/03/06,星期二,16,12,103,广告,['广告'],1
2001/03/06,星期二,16,13,103,形象展示·北京专页广告,['抓住西部大开发机遇  实现四川跨越式发展'],1
2001/03/06,星期二,16,14,103,形象展示·北京专页广告,['广告'],1
2001/03/06,星期二,16,15,103,形象展示·北京专页广告,['广告'],1
2001/03/06,星期二,16,16,103,广告,['广告'],1
2001/03/07,星期三,16,1,120,要闻,"['新形势  新任务  新作风', '北京地区天气预报', '大力推进经济结构调整  抓住机遇加快发展壮大自己', '经济越发展越要加强法制建设', '九届全国人大四次会议举行第二次大会', '朱镕基总理致电古特雷斯总理', '认识新形势  实现新蓝图']",7
2001/03/07,星期三,16,2,120,要闻,"['去年国民经济和社会发展成绩显著', '去年中央和地方预算执行情况比较好', '今年中央预算安排需要确保的重点', '管好用好国债资金', '今年经济社会发展调控目标和主要任务']",5
2001/03/07,星期三,16,3,120,要闻,"['今年固定资产投资的重点', '推进支出管理制度改革  严格依法理财', '要把整顿和规范市场经济秩序作为今年经济工作的重要内容', '外交部长唐家璇答记者问']",4
2001/03/07,星期三,16,4,120,要闻,"['必须始终把关心群众生活摆在突出位置', '积极稳妥地推进社会保障体系建设', '再接再厉  真抓实干  努力实现“十五”奋斗目标', '始终坚持党对军队的绝对领导', '中共中央全国人大常委会国务院领导分别与代表一起审议讨论“十五”计划纲要报告和纲要草案', '我国依法保障劳动者的工会权利', '认识新形势  实现新蓝图']",7
2001/03/07,星期三,16,5,120,国民经济,"['用市场优化配置水资源', '图片报道', '齐鲁石化炼油改扩建工程完成', '春兰豪华卡车成交二十亿元', '西气东输首批用户签署意向书', '阿斯巴甜健康研讨会举行', '二月份货币市场交易活跃', '二月份外汇市场成交量大增', '重点仍是推动国企改革与发展', '投资建设程序咨询不能省', '三菱对中国用户作出最新承诺', '中国电信参与新技术开发', '利用外资还要唱大戏']",13
2001/03/07,星期三,16,6,120,教育·科技·文化,"['全国最佳邮票评选进展顺利', '电子证书，向假文凭说“不”', '重离子微孔防伪技术推出', '联合利华“绿色之星”开评', '专家呼吁统一阻燃材料标准', '三星数码超人选拔赛揭晓', '高士其基金会研讨脑病医学', '新型镜片有效控制近视', '陈振东奖学金设立', '科教片《宇宙与人》广受关注', '我国加强农业科技国际合作', '希望工程助力中西部基础教育', '国内最大档案信息化工程启动', '国际青少年消除贫困奖颁奖', '科技“星火”燃遍神州大地']",15
2001/03/07,星期三,16,7,120,国际,"['拉美妇女就业难', '切尼接受心脏手术', '非洲的联合', '企盼早日实现祖国统一', '“钦佩中国改革开放成就”', '波希望同中国友好', '“绅士之国”女人泪', '为塌桥遇难者志哀', '太空污染不容忽视', '欧洲大陆尚未发现口蹄疫', '大流感似与太阳风暴有关', '日确定解析人类基因重点', '秘鲁发现大量巨型蚝化石', '朝鲜和卢森堡建交', '圣地麦加再次发生惨剧  三十五名朝觐者被踩死', '美国又发生校园枪杀案', '图片报道']",17
2001/03/07,星期三,16,8,120,体育,"['国际跳水大奖赛落幕  中国新秀频频传捷报', '围棋天元战常昊二连胜  距再次卫冕仅一步之遥', '中国田径出征里斯本  飒爽英姿全靠半边天', '全国排球训练工作会议召开', '弄斧到班门', '中国国际象棋队离京赴美参赛', '网坛宿将伊达公子将来华授艺', '百余名山地车好手齐聚宣城', '三亚加紧筹备世界太极拳健康大会', '北京市将举办第三届体育节', '飞利浦成为中国之队主赞助商', '图片报道']",12
2001/03/07,星期三,16,9,120,两会特刊,"['今日两会日程', '法治德治相辅相成', '抓住结构调整这条主线', '时刻把群众冷暖挂在心上', '干实事  谋发展', '高教改革  任重道远', '“两会”说新', '图片报道', '两位来自东北农村代表的意见', '重视边远地区小学教育']",10
2001/03/07,星期三,16,10,120,两会纵横,"['新疆代表团欢庆古尔邦节', '打好经济“乒乓球”', '政协提案组授权人民网  首家全文公布委员提案', '华夏颂', '百姓家里看直播', '促进经济良性循环', '代表夜话农民增收', '四川团：农业关乎社会稳定', '安徽团：宏伟目标凝聚人心', '下通各界  上达中央', '山川秀美应有时', '河南团：建言献策实话实说', '图片报道', '图片报道', '“两会”速写']",15
2001/03/07,星期三,16,11,120,两会掠影,"['农民兄弟有企盼', '歌唱祖国歌唱新世纪', '换个角度谈增收', '警惕“文化台独”', '生态保护  任重道远', '委员盛赞“八六三”', '科技工作众情牵', '“政协素描”三题', '图片报道', '图片报道']",10
2001/03/07,星期三,16,12,120,企业形象展示,['绿色·人文·科技'],1
2001/03/07,星期三,16,13,120,形象展示·北京专页广告,['重庆：香料业将成为西部开发的支柱产业'],1
2001/03/07,星期三,16,14,120,形象展示·北京专页广告,['广告'],1
2001/03/07,星期三,16,15,120,形象展示·北京专页广告,['广告'],1
2001/03/07,星期三,16,16,120,形象展示·北京专页广告,['广告'],1
2001/03/08,星期四,12,1,123,要闻,"['长期坚持以发展为主题的战略思想', '全国政协九届四次会议举行第二次全会', '巩固和加强农业基础地位 扎扎实实推进西部大开发', '“建议大王”忙建议', '农民代表说减负', '图片报道', '北京地区天气预报', '加强老龄工作  发展老龄事业']",8
2001/03/08,星期四,12,2,123,要闻,"['图片报道', '调整农业结构深化农村改革  为实现新世纪宏伟目标固本强基', '要特别重视基层群众生活困难问题', '必须重视农业结构调整', '加大源头治理力度遏制腐败现象滋生蔓延', '推进理论观念体制科技创新  加快经济社会的全面发展', '发展经济要从实际出发']",7
2001/03/08,星期四,12,3,123,国际,"['穷国人的命就不是命？', '中国新世纪的一次盛会', '俄希望与美进行谈判  欧盟呼吁美不要放弃', '欲毁佛像举世惊', '国民不愿入欧盟', '中国不会对印构成威胁', '图片报道', '牙买加反对美人权报告  印尼警告美勿干涉内政', '旅蒙侨界谴责美对邪教搞双重标准', '金大中访美', '美将继续与朝接触']",11
2001/03/08,星期四,12,4,123,要闻,"['谱写妇女事业新篇章', '“一国两制”在香港是成功的', '全国妇联表彰先进', '确保人民军队“打得赢”“不变质”', '巾帼巧手绣三峡', '中共中央全国人大常委会国务院领导分别与代表一起审议“十五”计划纲要报告和纲要草案', '巩固和加强农业基础地位 扎扎实实推进西部大开发', '加强老龄工作  发展老龄事业']",8
2001/03/08,星期四,12,5,123,国民经济,"['企业有难题  找行业协会', '城市商业银行要办成市民银行', '物价指数：更真实更准确', '日本JCB信用卡在中行ATM取现', '国电商务网开通', '湖南建总加大技术创新力度', '长春亨泰公司研制出服装返新设备', '江西农网改造物资招标有特色', '长治市城区积极调整经济布局', '五大钢铁公司积极应诉美国反倾销案', '图片报道', '土炼油专项打假初战告捷', '电力部门开展优质服务年活动', '电子口岸将在广州试点运行', '中国大陆科学钻探工程项目签约', '进出口行支持贵阳治理城市环境', '工行对低风险贷款开绿灯', '光大银行对公业务中午照办', '重点优化品种和品质结构']",19
2001/03/08,星期四,12,6,123,政治·法律·社会,"['廊坊：大力选拔年轻干部', '姐妹们  节日好', '岳西干部攀“穷亲”', '三湘大地春意浓', '锡林郭勒盟用“三个代表”思想指导抗灾救灾', '也谈“为民办实事”', '生命不息', '东区邮局尽“笑颜”', '赵秀玲荣立个人一等功']",9
2001/03/08,星期四,12,7,123,国际,"['为保优势抓教育', '艾滋病·疯牛病·全球化', '调整政策  振兴经济', '图片报道']",4
2001/03/08,星期四,12,8,123,体育,"['常昊蝉联中国围棋“天元”', '全国象棋团体赛在乐山揭幕', '北京大学生将开展系列申奥活动', '冷静分析世界杯外围赛形势', '散打选手体能测试在京结束', '庐山将举办国际举重比赛', '国际体育记协主席来京授课', '打铁还要自身硬', '快棋赛  马晓春捷足先登  国手战  曹薰铉胜利在望', '羽球新秀出击全英赛  重在练兵备战世锦赛', '中国女足德国热身赛  首战一球不敌东道主', '体育下乡  前景广阔']",12
2001/03/08,星期四,12,9,123,两会特刊,"['三个“第一”与一个“第一”', '竹林新竹已成林', '抓住机遇\u3000促进发展', '切实开发保护水资源', '小山羊连着大生态', '种业发展靠创新', '图片报道', '坚持发展主题不放松', '今日两会日程']",9
2001/03/08,星期四,12,10,123,两会纵横,"['委员争说城镇化', '京沪高速铁路争取五年内开工', '我国今年将保持经济增长的好势头', '图片报道', '南北调配  东西互济  利国利民', '发达地区要有紧迫感', '祖国统一两岸共盼', '培养有国际竞争能力的人才', '又是紫荆绽放时', '映日莲花沐春风', '我国企业有信心迎接WTO挑战', '网上提案人', '新世纪的强音']",13
2001/03/08,星期四,12,11,123,两会建言,"['尽早实施南水北调工程', '加快产业结构调整步伐', '更好地解决中小企业融资难', '建立和发展农民合作经济组织', '推进农业产业化经营', '重视西部地区农业农村和农民问题', '整顿规范市场经济秩序之我见', '认识和解决提高农民收入问题', '深入扎实推进农村税费改革', '保护天然草原\u3000遏制土地沙化']",10
2001/03/08,星期四,12,12,123,两会扫描,"['唤来南水济苍生', '我们的雄心  我们的力量', '图片报道', '青藏铁路：西藏团的热门话题', '“国是”和“国事”', '旧案重提', '创造“绿色”网络环境', '网络化也是基础设施', '翻看照片乐开怀', '经济活动诚信为本', '图片报道', '多媒体首上“招待会”', '用“绣花”精神服务“两会”']",13
2001/03/09,星期五,16,1,126,要闻,"['积极稳妥推进体制创新', '北京地区天气预报', '全国政协九届四次会议举行第三次全会', '图片报道', '说说我们的心里话', '转变观念最重要', '发展职教刻不容缓', '解放思想实事求是团结一心开拓进取奋力开创社会主义现代化建设新局面']",8
2001/03/09,星期五,16,2,126,要闻,"['委员长“献策”', '澳门未来将会更加繁荣稳定', '以体制科技创新推动经济社会发展', '香港前景必将更加灿烂辉煌', '依法保障各项改革措施落实', '西部大开发要把教育科技放到突出位置', '坚持一个中国原则是两岸对话基础', '图片报道', '图片报道']",9
2001/03/09,星期五,16,3,126,国际,"['美韩首脑会谈', '摩非呼吁提高妇女地位', '移民组织要求重拳打拐', '寄语沙龙新政府', '图片报道', '以新内阁宣誓就职', '安理会通过制裁利比里亚决议', '日元又贬值']",8
2001/03/09,星期五,16,4,126,要闻,"['阿尔巴尼亚议长将访华', '当代文艺论坛首届年会在京召开', '波兰外长将访华', '全国妇联举行中外妇女招待会', '对下负责与对上负责', '江泽民会见孟加拉国客人', '中共中央、全国人大常委会、国务院领导分别与代表委员一起审议讨论“十五”计划纲要报告和纲要草案', '江西妥善处理万载县芳林村小学爆炸伤亡事故', '图片报道', '江西万载县芳林村小学教学楼爆炸真相已白']",10
2001/03/09,星期五,16,5,126,国民经济,"['完善上市公司治理结构', '房地产市场产销两旺', '“禁折令”终于松动', '福建建成洪水预警报系统', '三峡移民厦门  住宅工程开工', '扶贫的事又热起来了']",6
2001/03/09,星期五,16,6,126,教育·科技·文化,"['用马克思主义新闻理论武装队伍', '“导向论”是马克思主义新闻观的核心', '新闻事业必须坚持党性原则', '新型近视治疗激光机启用', '“视网通”推动有线电视上网', '网络竞争制胜重在管理创新', '《〈战争论〉诠释》出版', '长江制衣有限公司捐助北大', '首批社会力量设奖名单公布', '吉林重庆与北航开展合作']",10
2001/03/09,星期五,16,7,126,国际周刊,"['创新语丝', '美国注重科技创新', '创新的企业文化', '光纤宽带网络进入家庭的遐想']",4
2001/03/09,星期五,16,8,126,体育,"['云南女队令人刮目相看', '国际奥委会评估团抵达多伦多', '中国游泳  在沉默中等待', '支持申奥全民健身万里行启动', '参加者将逾三千人', '北京奥申委声援团又添新成员', '北京国安俱乐部确定发展目标', '图片报道', '全英羽毛球赛首轮  中国名将全部过关', '退役后首次访问中国  路易斯促进体育交流', '卡斯帕罗夫棋高一招  国象超级赛称雄诸强', '前日惜败今番雪耻  中国女足完胜德国']",12
2001/03/09,星期五,16,9,126,两会特刊,"['提案的背后', '善于创新  加快发展', '把握主题  扭住主线', '体制创新是发展动力', '国论恢卓襄大业', '图片报道', '图片报道', '吉林代表争说“玉米经济”', '今日两会日程']",9
2001/03/09,星期五,16,10,126,两会建言,"['坚持发展这个主题', '促进政府职能转变', '跨越式发展要选准突破口', '大力调整所有制结构', '紧紧抓住结构调整主线', '千方百计增加农民收入', '做探索现代农业的先行者', '搞好农村劳动力有序转移', '加快发展民用飞机产业', '勇于创新  深化改革', '高度重视“三农”问题', '多关心贫困的农牧民', '培养高素质综合人才', '保护和发展森林资源', '推进两个创新  加快结构调整', '推进社会保障体系建设', '提高少数民族教育质量', '加强空间信息基础建设', '林纸结合  改善生态', '重视人文生态的保护', '综合治理  保护环境', '监督就是支持']",22
2001/03/09,星期五,16,11,126,两会建言,"['推进东中西一体化', '加强煤炭基础能源地位', '依靠科技创新推动产业结构调整', '实施人才战略  建设世纪强国', '大力发展职业教育', '大力培养青少年信息化人才', '积极发展民办高等教育', '充分重视文化产业地位', '深化对劳动和劳动价值理论的认识', '实现中国体育产业飞跃', '全力支持北京申奥']",11
2001/03/09,星期五,16,12,126,两会扫描,"['民主政治建设的重要举措', '发展高新技术产业  推动经济结构调整', '少数民族语言同声传译', '图片报道', '“冷妈妈”的热心肠', '改善生态尚须努力', '大力发展农村职教', '新代表  新思路', '从办复提案看民主', '淮河治污未有穷期', '图片报道', '代表心系北京申奥', '省长作客人民网']",13
2001/03/09,星期五,16,13,126,形象展示·北京专页广告,['库区飞出的金凤凰'],1
2001/03/09,星期五,16,14,126,形象展示·北京专页广告,['广告'],1
2001/03/09,星期五,16,15,126,形象展示·北京专页广告,['广告'],1
2001/03/09,星期五,16,16,126,形象展示·北京专页广告,['广告'],1
2001/03/10,星期六,12,1,82,要闻,"['发展社会主义民主政治', '九届全国人大四次会议举行第三次大会', '认真贯彻“三个代表”要求  加速推进军队现代化建设', '北京地区天气预报', '全国工业生产继续快速增长']",5
2001/03/10,星期六,12,2,82,要闻,"['立法工作成绩显著', '监督工作得到加强', '重视发挥人大代表作用  密切与人民群众的联系', '加强与地方人大的联系  推进社会主义民主法制建设', '进一步依法做好监督工作', '修改中外合资经营企业法是必要的', '九届全国人大四次会议选举办法', '认真贯彻“三个代表”要求  加速推进军队现代化建设']",8
2001/03/10,星期六,12,3,82,要闻,"['扎扎实实搞好国有企业“三讲”', '以开拓创新精神开展人大工作', '“三讲”学习教育活动工作会议在京召开', '全国人大常委会负责同志与代表一起审议李鹏委员长工作报告', '全国政协九届四次会议举行第四次全体会议']",5
2001/03/10,星期六,12,4,82,国际,"['联合国庆祝“三八”妇女节', '世贸组织筹备部长级会议', '奥委会评估团考察多伦多', '挖“鼹鼠”带出“地道战”', '坏消息难为布莱尔', '沙龙承诺根据以巴协议复谈  巴要美澄清对耶路撒冷立场', '朝鲜与希腊建交', '中巴签署适航谅解备忘录', '欧佩克考虑减少石油出口', '美众院通过个人所得税减免计划']",10
2001/03/10,星期六,12,5,82,两会特刊,"['推进和完善社会主义民主建设', '兴科学农业  促农民增收', '审势谋发展  振奋创新业', '更多关注草产业', '今日两会日程', '一降一升涵义深', '着力构建经济支撑点', '开发勿忘文物保护', '图片报道', '图片报道']",10
2001/03/10,星期六,12,6,82,两会纵横,"['图片报道', '信心  勇气  能力', '图片报道', '结构调整像“升学”', '树立新的人才观发展观', '禁猎还须禁滥伐', '大厦不能建在沙滩上', '重视流通作用  实现流通创新', '代表争说“信息化”', '注重发展海洋经济', '高校合并后如何办学？', '提案贵在落实', '西部文化与经济要“比翼双飞”', '人才缺乏：西部大开发的“瓶颈”', '改善环境  用好外资']",15
2001/03/10,星期六,12,7,82,两会建言,"['除恶反邪  去伪匡正', '进一步加强民主监督', '正确处理群体性事件', '妥善处理国企下岗职工劳动关系', '推动妇女儿童事业发展', '建立和健全社会保障体系', '改善城市贫困人口医疗服务', '“文化台独”的路走不通', '推进祖国和平统一进程', '中华振兴香港责无旁贷', '全面贯彻落实“一国两制”']",11
2001/03/10,星期六,12,8,82,两会扫描,"['“扶贫状元”说西部', '高歌一曲贺“两会”', '图片报道', '图片报道', '增收要有新思路', '没有文化就难以发展', '想办法解决农民增收滞缓问题', '我国环境保护成效明显任务艰巨', '东西部教育投资要缩小差距', '特殊的“三八”节', '不学习就要落伍', '让国际航线直通海南', '把张家口建成“北京后花园”', '难忘今宵']",14
2001/03/10,星期六,12,9,82,形象展示·北京专页广告,['京南古镇西红门  购房投资好去处'],1
2001/03/10,星期六,12,10,82,形象展示·北京专页广告,['广告'],1
2001/03/10,星期六,12,11,82,形象展示·北京专页广告,['广告'],1
2001/03/10,星期六,12,12,82,形象展示·北京专页广告,['广告'],1
2001/03/11,星期日,8,1,79,要闻,"['坚定不移维护改革发展稳定的大局', '李鹏会见加拿大客人', '湖南制定农民增收措施', '山东承诺高标准供电服务', '人才是发展的关键', '警惕国有资产流失', '南岭村的锦绣蓝图', '农民关心税费改革', '图片报道', '北京地区天气预报', '九届人大四次会议举行第四次大会']",11
2001/03/11,星期日,8,2,79,要闻,"['图片报道', '最高人民法院院长肖扬在九届人大四次会议上的报告（摘要）', '最高人民检察院检察长韩杼滨在九届人大四次会议上的报告（摘要）', '新版音像制品防伪标识启用', '中美海底光缆再次发生阻断', '首届民营企业科技创业创新成果展开幕', '罗干率中共代表团离京赴老挝', '高法有关司法解释公布实施', '如何识别新版防伪标识', '诗琳通公主在京参加植树活动']",10
2001/03/11,星期日,8,3,79,文件,"['依法加强药品监督管理', '中华人民共和国药品管理法']",2
2001/03/11,星期日,8,4,79,国际·文件,"['图片报道', '美与朝对抗不明智', '以军在黎以边界集结', '森喜朗被迫表明辞意', '朝鲜与巴西建交', '南共体国家峰会举行', '南非与联合国签署反腐协议', '原子核周围“轨道波”被证实', '美英特尔公司拟裁员五千', '要求塔利班停毁文物', '中华人民共和国药品管理法', '明天气象预报']",12
2001/03/11,星期日,8,5,79,两会特刊,"['图片报道', '坚持“三个代表”实现富民目标', '今日两会日程', '“两高”工作一年比一年好', '我们的渠道很畅通', '发挥后发优势促进跨越发展', '维护社会稳定  实现宏伟蓝图', '图片报道', '走出盆地看成都', '朋友式的监督']",10
2001/03/11,星期日,8,6,79,两会纵横,"['继续深化国企改革  完善社会保障体系', '上海交出了物质文明精神文明两份满意答卷', '网络安全：值得关注的话题', '未雨绸缪应对挑战', '图片报道', '“这就是我的议案”', '北大校园看“两会”', '喜看环保意识在增强', '设立西南生态农业科技产业示范区', '网友称赞“网上两会”', '环保助申奥  申奥促环保']",11
2001/03/11,星期日,8,7,79,两会建言,"['认真学习和实践“三个代表”', '充分认识“加快发展”的意义', '将“三农”问题放在重要位置', '理顺农业环保体制', '增加农民收入要有新思路', '提高香港与内地经济合作水平', '要明确信息产业发展思路', '尽快出台社会保障法', '依靠科技创新调整农业结构', '重视发展现代农业', '率先基本实现农业现代化', '加快结构调整步伐', '加强优质稻产业化建设', '为企业营造大开放环境', '国企改革发展任重道远', '发挥雪乡资源优势', '大力实施可持续发展战略', '增强国企国际市场竞争力', '加快数字信息技术发展', '把握结构调整这条主线', '搞好工业结构战略性调整', '国企改革需要政府强力推动']",22
2001/03/11,星期日,8,8,79,两会掠影,['民主求实团结奋进'],1
2001/03/12,星期一,12,1,128,要闻,"['身体力行“三个代表”  加强党的作风建设', '全党全国要大力增强紧迫感责任感  提高新世纪人口资源环境工作水平', '政协九届常委会举行第十三次会议', '科技下乡盼“常驻”', '义务教育亟待加强', '乡村卫生需要投资', '图片报道', '北京地区天气预报']",8
2001/03/12,星期一,12,2,128,国内要闻,"['持之以恒  绿化祖国', '马永顺环保主页送上因特网', '贵州今年将改造公路五千公里', '二十年间全民义务植树三百五十多亿株', '北京林木覆盖率达百分之四十三', '宁夏启动天然林保护工程', '苏州工业园区股比调整后发展加快', '广州开展植树月活动', '江西加快高速公路建设', '吉林绿色食品进军北京市场', '贡山千年红豆杉遭盗伐', '珍视古树名木', '千年雷峰塔地宫开启']",13
2001/03/12,星期一,12,3,128,国际·体育,"['成立中国和平统一促进会', '森喜朗再表辞职意向', '缘何不直言辞职', '阿拉法特阐述巴方和谈立场', '斯总统访印谋求支持', '协调政策  澄清立场', '图片报道', '积极的开端', '坎代会见罗干', '甲A新军陕西力克山东', '上海东方116∶105胜八一双鹿', '国际奥委会评估团考察多伦多日程紧', '全英羽毛球赛近尾声  中国队稳获三枚金牌', '田径室内赛萨博折翼  董艳梅勇破亚洲纪录', '莫斯科国际跳水赛  东道主又斩获两金', '黎可漂会见本报代表团']",16
2001/03/12,星期一,12,4,128,要闻,"['图片报道', '生命为理想而存在', '由“隆平高科”谈开去', '部分人大代表座谈“三个代表”重要思想', '委员高度评价“十五”计划纲要报告及纲要草案', '中国人大新闻网站开通一周年座谈会举行', '民进中央召开十届中常委11次扩大会议', '张掖地区以人才战略促发展', '宜昌长江大桥加大质量监控力度', '全党全国要大力增强紧迫感责任感  提高新世纪人口资源环境工作水平', '政协九届常委会举行第十三次会议']",11
2001/03/12,星期一,12,5,128,国民经济,"['不良资产处置开新途', '汽配打假严堵源头', '“玫琳凯妇女创业基金”设立', '四川加快电子信息产业发展', '浙江百亿工商资本投向农业', '农村电价开始降了']",6
2001/03/12,星期一,12,6,128,政治·法律·社会,"['创造性地开展工作', '切实提高人民生活水平', '牢记农民群众的利益', '结合实际  边整边改', '进农家门  解农家难', '农民看到了希望', '发展生产力是根本', '要注重实效', '着力提高干部队伍素质', '干部受教育  农民得实惠', '当好先进生产力的代表', '一切为了群众满意', '基层干部宗旨意识增强']",13
2001/03/12,星期一,12,7,128,国际,"['播撒致富希望', '“由你可乐”现象', '开罗新印象', '联合国中国职员为我灾区募捐', '委拒绝美缉毒飞机过境', '杜邦计划扩大在华投资', '互联网帮助戒烟']",7
2001/03/12,星期一,12,8,128,企业形象展示,['培育乳业龙头'],1
2001/03/12,星期一,12,9,128,两会特刊,"['对农业要舍得投入', '百行德为首', '今日两会日程', '即期发展和中长期发展两手抓', '调整产业结构要处理好三个关系', '长治久安靠发展', '图片报道', '培育新作风  关键在领导', '用“三个代表”思想指导人大工作']",9
2001/03/12,星期一,12,10,128,两会特刊,"['重拳出击  标本兼治', '聚焦高效农业', '农民的心声传到北京', '提倡信誉管理', '节水：让我们一起努力', '细微之处看民主', '洋浦开发要加快', '建设宽带网  带动工业化', '结构调整要突出地方特色', '机遇叠加的重庆', '图片报道']",11
2001/03/12,星期一,12,11,128,两会建言,"['根本经验  胜利保证', '依法治政  以德治政', '抓住重点  强化监督', '尽快出台监督法', '零售业需要“航母舰队”', '西部地区要尽快发展起来', '加大对民族地区投入力度', '农民增收要有实招', '共同努力增加外汇储备', '完善社保体系是系统工程', '完善社保制度要抓好重点', '抓住结构调整牛鼻子', '基建投融资体制须改革', '社会保障要跟上发展步伐', '促进产业结构优化升级', '高考制度要有突破性改革', '努力推进素质教育', '深化教育改革  培养创新人才', '加快住房市场的有效发展', '培养高素质的教师队伍']",20
2001/03/12,星期一,12,12,128,两会扫描,"['说民主', '图片报道', '休会不休息', '图片报道', '心系百年大计  谋划千秋功业', '科教项目评审活动不宜过多', '一件提案：五十七位政协委员联名呼吁  中央重视：数百万农村教师喜逢甘霖', '积极应对经济全球化', '西部发展要把环境摆在首位', '从议案看视点', '科技进步是农民增收的关键', '建议对司法鉴定加快立法', '休息间隙谈感想']",13
2001/03/13,星期二,12,1,129,要闻,"['在全国政协九届四次会议闭幕会上的讲话', '全国政协九届四次会议闭幕', '携手奋进  再创伟业', '图片报道', '北京地区天气预报', '九届人大四次会议主席团举行第二次会议']",6
2001/03/13,星期二,12,2,129,要闻,"['中国人民政治协商会议第九届全国委员会第四次会议政治决议', '中国人民政治协商会议第九届全国委员会第四次会议关于政协九届三次会议以来提案工作情况报告的决议', '中国人民政治协商会议第九届全国委员会增选常务委员名单', '中国人民政治协商会议第九届全国委员会第四次会议关于常务委员会工作报告的决议', '图片报道', '傅全有会见日本客人', '彭珮云会见韩国客人', '中国人民政治协商会议第九届全国委员会提案委员会关于政协九届四次会议提案审查情况的报告', '在全国政协九届四次会议闭幕会上的讲话', '全国政协九届四次会议闭幕']",10
2001/03/13,星期二,12,3,129,国际,"['“只许州官放火”', '老挝人民革命党七大开幕', '罗干与黎可漂会晤', '沙龙提出解决以巴问题原则', '安南与塔利班官员会谈', '乌马尔称毁佛决定不变', '制裁致伊死亡率上升', '俄推迟打捞核潜艇', '墨萨帕塔首领抵首都', '伦敦举办格林尼治中国艺术节', '图片报道', '应根据村山谈话审定教科书']",12
2001/03/13,星期二,12,4,129,要闻,"['图片报道', '李鹏看望新华社“两会”报道工作人员', '九届全国人大财经委员会关于二○○○年国民经济和社会发展计划执行情况与二○○一年国民经济和社会发展计划草案的审查报告', '进一步依法做好监督工作', '图片报道', '九届全国人大财经委员会关于2000年中央和地方预算执行情况及2001年中央和地方预算草案的审查报告']",6
2001/03/13,星期二,12,5,129,国民经济,"['粮食：全国一盘棋', '龙滩水电站工程将开工', '火腿香肠近四成不合格', '2月份货币供应量继续快速增长', '图片报道', '头两月我国对外贸易增势良好']",6
2001/03/13,星期二,12,6,129,国内新闻,"['我国研制成功新型基因芯片', '外交部发言人答记者问', '江西万载县芳林小学幸存学生复学', '北京上海武汉纪念孙中山逝世七十六周年', '人文学者访南极', '国家工程技术图书馆开馆', '图片报道', '汉语拼音键盘表示规范发布', '解放军信息工程大学科研攻难关', '八十家高新技术企业落户密云', '北京崇文职大办学有特色', '袁运生在京推出大型画展']",12
